,PDB,RSCCS_med,RSCCS_mean,OPIA_med,OPIA_mean,EDIA_med,EDIA_mean,RSR_med,RSR_mean,SRSR_med,SRSR_mean
21,1A0F,0.973108,0.9639284444444445,100.0,87.60421666666667,0.9490654999999999,0.8987854444444445,0.04690205,0.05529646666666666,0.008964655,0.00955515388888889
22,1A0G,0.984668,0.9859909130434784,90.9091,89.68395652173912,0.957189,0.9473911739130433,0.0318395,0.032742965217391305,0.00609922,0.006144940000000001
23,1A0H,0.982307,0.98239496,25.0,27.335203600000003,0.589539,0.6000051200000001,0.0565491,0.059213423999999994,0.0164793,0.016395144
24,1A0I,0.967388,0.9667784705882354,33.3333,35.31871176470589,0.672129,0.6302406470588235,0.0543738,0.05440697058823529,0.0138858,0.01356109411764706
25,1A0R,0.9103375,0.9103375,38.095200000000006,38.095200000000006,0.46942550000000005,0.46942550000000005,0.09784535,0.09784535,0.0246283,0.0246283
26,1A18,0.97772,0.9726465238095237,42.8571,48.67158095238095,0.667347,0.6527479047619048,0.0447496,0.04997672380952381,0.0106256,0.010432343809523808
27,1A1A,0.966452,0.9654246666666665,86.1111,82.72107222222222,0.895776,0.840961111111111,0.0478646,0.05308653333333333,0.00881231,0.009343468333333334
28,1A1B,0.985546,0.9810021333333333,100.0,87.74171333333334,0.936276,0.8893456000000001,0.0318988,0.03508493333333334,0.00715124,0.007460866666666667
29,1A1C,0.979556,0.9768212666666668,27.2727,28.04352,0.674791,0.6652678000000001,0.0403248,0.04280760666666666,0.00890735,0.009547937333333334
30,1A1E,0.967337,0.9662779333333336,77.7778,81.58683333333333,0.907904,0.8685388666666668,0.0509668,0.055093393333333324,0.00786108,0.007931766666666666
31,1A25,0.962357,0.9638837142857144,25.0,27.035658571428574,0.391535,0.4042789571428572,0.0688953,0.0659648,0.0126845,0.011810874285714285
32,1A26,0.9671575,0.9630569285714285,44.4444,45.997728571428574,0.633832,0.5864923785714286,0.0543551,0.05612206428571429,0.00929091,0.009657733571428571
33,1A27,0.965545,0.9414031142857143,100.0,84.57792285714285,1.00136,0.8861755714285716,0.0408337,0.052439462857142856,0.00932325,0.01011306257142857
34,1A2B,0.980975,0.9793509310344828,37.5,36.460404482758626,0.696117,0.6571992758620688,0.0374424,0.03936101724137932,0.00891801,0.008865667931034481
35,1A2D,0.962757,0.9572077894736842,50.0,47.50095263157895,0.685975,0.6559445789473685,0.0585699,0.06177867368421054,0.0158863,0.015835221052631583
36,1A34,0.743781,0.6902486,4.54545,20.45455,0.00858344,0.152476488,0.495537,0.4351204,0.0149371,0.03556874
37,1A37,0.9373955,0.9334825999999999,0.0,2.992424,0.283144,0.29306441,0.127413,0.13353503,0.030841149999999998,0.03366651
38,1A39,0.967072,0.96668275,70.83335,59.722224999999995,0.7834795,0.7592445,0.0462112,0.045737175000000005,0.009151705,0.00908625
39,1A46,0.983926,0.9748443999999999,0.0,0.0,0.694672,0.6008640000000001,0.0498218,0.06620264000000001,0.0250231,0.027365459999999998
40,1A4H,0.972903,0.9707419523809525,75.0,76.59108571428573,0.88027,0.8686255714285716,0.0400218,0.040682971428571434,0.011655,0.012539932380952383
41,1A4I,0.973758,0.9669266153846153,100.0,92.98687692307693,1.0181,0.9357731153846154,0.04458555,0.054731738461538476,0.00691145,0.006920129615384616
42,1A4K,0.964715,0.9638316666666668,50.0,49.57239333333334,0.749673,0.7248611999999999,0.0564456,0.05664950666666666,0.0118772,0.012130518
43,1A4R,0.9807049999999999,0.9786604999999999,38.75,40.81609444444444,0.6460425,0.6361431111111111,0.04308245,0.043772811111111115,0.0115711,0.011193017777777777
44,1A4W,0.973784,0.9690679,50.0,50.0,0.829662,0.6099925,0.07816855,0.08165693,0.020330300000000003,0.02452205
45,1A4Z,0.9669464999999999,0.9621513421052632,11.80555,11.799666842105262,0.5324165000000001,0.535718,0.06732969999999999,0.06941952105263158,0.0163897,0.01678558157894737
46,1A53,0.988728,0.9863756666666668,100.0,96.08586190476191,1.05604,1.0327558571428572,0.0286489,0.03250197142857143,0.00588635,0.0062369514285714285
47,1A5A,0.9789935000000001,0.9760585454545453,100.0,91.76767727272727,0.9499495,0.9352149545454544,0.031408599999999995,0.03390995454545454,0.01021745,0.010131631818181818
48,1A5B,0.958632,0.9175786315789473,66.6667,55.48245842105263,0.817294,0.7123907368421052,0.0492363,0.0634449052631579,0.0117307,0.01337050947368421
49,1A5S,0.9672105,0.9558809166666667,25.0,26.586396249999996,0.587267,0.56641,0.05633905,0.0573774125,0.012227149999999999,0.013472839583333333
50,1A5V,0.964247,0.9064897142857141,87.5,74.72222857142857,0.927909,0.8386065714285714,0.0464143,0.07479204285714287,0.00865548,0.00984088
51,1A5W,0.971608,0.923823125,77.5,64.7641625,0.903701,0.6934084375,0.0667788,0.0969632875,0.008461485,0.01035219
52,1A5X,0.965067,0.9206667142857144,80.0,71.1508,0.876076,0.7539199999999999,0.0571268,0.09892340000000002,0.00779997,0.010404434285714286
53,1A61,0.9627555000000001,0.9625665,0.0,0.0,0.2693005,0.2810967300000001,0.0673565,0.07725709,0.0333583,0.03332148
54,1A65,0.9759635,0.9744863333333335,69.3182,71.8224,0.8355215,0.7495658333333334,0.03510895,0.03810338333333333,0.007897345,0.007634329999999999
55,1A6Y,0.95178,0.9502137692307691,57.8947,56.596315384615394,0.799763,0.7691004615384615,0.0513493,0.055628384615384614,0.0111239,0.011866814615384616
56,1A71,0.965283,0.9643377428571427,100.0,97.47835428571429,1.04147,1.0196243428571428,0.0409573,0.04249371714285714,0.00967766,0.009787658857142856
57,1A72,0.951078,0.9479963870967744,25.0,25.264964516129034,0.572489,0.5532581612903226,0.0633458,0.06697502258064517,0.0154146,0.015531274193548387
58,1A7Y,0.996909,0.9943943846153847,20.0,22.09289230769231,0.684197,0.6814006923076923,0.018976,0.023246061538461538,0.00230317,0.002278047692307692
59,1A7Z,0.997061,0.9967285,25.3968,27.9431,0.7114475,0.7145978333333334,0.0171216,0.018643733333333332,0.00177348,0.0017906133333333337
60,1A80,0.962971,0.9566236000000001,76.3889,76.67978,0.8656325,0.8326877333333333,0.048965999999999996,0.05451821999999999,0.009735009999999999,0.010196650333333335
61,1A8A,0.972584,0.9730874444444445,100.0,94.13981111111111,0.998458,0.9735634444444445,0.0433275,0.0431852111111111,0.00659894,0.007207047777777777
62,1A8B,0.988406,0.9869007142857144,100.0,95.52669999999999,1.02585,0.9943862857142858,0.0260239,0.029527242857142855,0.00549945,0.005748614285714285
63,1A8G,0.994782,0.9942960588235292,75.0,72.94447058823529,0.84941,0.7809121176470588,0.0167333,0.017353114705882355,0.0045847100000000005,0.0046647132352941175
64,1A8I,0.984778,0.9836859259259259,100.0,96.71650370370371,1.03114,1.0187878888888888,0.0333803,0.03426377407407408,0.0067573,0.006992830740740741
65,1A8T,0.94691,0.9379153684210527,25.0,21.255213684210528,0.601271,0.5902484210526315,0.0777382,0.08106062631578947,0.0176465,0.018305099999999998
66,1ACJ,0.986773,0.9863234705882353,33.3333,35.0592,0.698762,0.6978528823529411,0.0391732,0.041190558823529407,0.0102577,0.011189624705882351
67,1ACL,0.973322,0.9722183999999999,22.2222,21.458394000000002,0.621728,0.6223602666666668,0.0622651,0.06359973333333332,0.0138941,0.014564793333333336
68,1AE1,0.981253,0.977462451612903,25.0,20.802839677419357,0.623946,0.6147184516129032,0.0392452,0.04320090000000001,0.0103876,0.010683081935483871
69,1AER,0.9859910000000001,0.9831428181818183,43.05555,45.31762272727272,0.7780130000000001,0.7384001681818181,0.0375129,0.040539904545454544,0.00847325,0.00857443181818182
70,1AF2,0.9931190000000001,0.9928840624999999,56.34925,56.414362499999996,0.7788645,0.7827538125,0.0286984,0.03165083125,0.0065495499999999995,0.00636042375
71,1AF7,0.982582,0.9801858518518519,83.3333,82.8582148148148,0.8858,0.8803652962962963,0.0410075,0.04237158148148148,0.00757322,0.0076512866666666665
72,1AG9,0.985678,0.98469244,100.0,97.968256,0.968885,0.9762954,0.028138,0.029751764,0.00651187,0.006847681600000001
73,1AGN,0.971349,0.9708782777777777,21.590899999999998,19.04600611111111,0.4686045,0.4713945,0.06258165,0.06302130277777779,0.016462400000000002,0.016725116666666665
74,1AH0,0.973117,0.9672031515151516,54.5455,54.28036060606061,0.747494,0.7182927575757575,0.0412486,0.04280533030303031,0.0104141,0.01052235
75,1AH3,0.977257,0.976389090909091,60.0,61.52685454545455,0.775995,0.744009090909091,0.0357443,0.0370850606060606,0.00878271,0.008619831212121211
76,1AH4,0.973399,0.9659539393939394,71.4286,76.22240303030304,0.831352,0.7949332424242425,0.036318,0.03990397575757576,0.00870003,0.008751018484848484
77,1AH5,0.9734915,0.9456221666666668,89.20455,84.3826625,0.932367,0.8645414583333334,0.0390396,0.0504469625,0.01373835,0.014211608333333334
78,1AHN,0.9656305000000001,0.9652370833333332,25.0,27.271968333333334,0.660214,0.6435682083333333,0.0575556,0.055958608333333326,0.0124771,0.013074756666666668
79,1AHP,0.9522984999999999,0.9504525000000003,52.7778,54.25341999999999,0.7196785,0.7162366500000001,0.06695405,0.066011655,0.01910575,0.020060755
80,1AI4,0.991428,0.9891713333333334,50.0,55.322500000000005,0.803096,0.8030487333333333,0.0261935,0.0282257,0.00660782,0.0064336
81,1AI5,0.9893955,0.9877982857142857,41.42855,38.39360714285715,0.7682795,0.7615567857142859,0.02984345,0.030317757142857144,0.00744359,0.007378030714285714
82,1AI6,0.989168,0.9877318666666669,25.0,25.493734,0.66677,0.6554492666666666,0.0305136,0.03324709333333333,0.00785602,0.007925942000000002
83,1AJ6,0.96676,0.9527322857142856,53.57145,53.308592857142855,0.767364,0.7740287857142858,0.051638699999999996,0.05973505,0.0144335,0.014502700000000002
84,1AJN,0.985868,0.9835866,33.3333,34.26693733333333,0.737703,0.7351007999999999,0.0333408,0.03621325333333333,0.00786389,0.007666939333333334
85,1AJP,0.985497,0.9836672307692307,28.5714,31.534293076923078,0.724841,0.6887923076923078,0.0317119,0.03622953846153845,0.00749782,0.008208576153846155
86,1AJQ,0.990156,0.9899437857142858,100.0,99.10714285714286,1.02583,1.0210495714285714,0.02415035,0.024293535714285715,0.005195425,0.00522279
87,1AJR,0.9907325,0.9874169285714284,100.0,94.877475,0.9800424999999999,0.9615594285714286,0.027158,0.03260886071428571,0.0056663849999999995,0.005946990000000001
88,1AJS,0.993973,0.9931044444444446,100.0,96.28427407407408,0.995313,0.9783875555555556,0.0247013,0.024406533333333334,0.00377525,0.003991291851851851
89,1AJV,0.9830695,0.980097875,87.5,86.4691625,0.9380854999999999,0.9128332187499999,0.038029,0.041526234375,0.0076206450000000005,0.007970223125
90,1AJX,0.985878,0.9858528333333331,89.20455,87.85173666666667,0.9862299999999999,0.9318446,0.0350082,0.03746803333333334,0.006250365,0.006273477999999999
91,1AKD,0.983649,0.9810572307692306,100.0,92.71978461538461,0.984912,0.9941864615384616,0.0364213,0.038393553846153845,0.00648475,0.006391074615384615
92,1AKE,0.973101,0.9726760666666665,100.0,89.72263111111111,0.960456,0.9120527777777779,0.050211,0.05384469555555556,0.00852246,0.008875673333333332
93,1AKQ,0.991481,0.9911431739130434,100.0,99.03381739130434,1.02093,1.0250475217391308,0.0237976,0.024638204347826088,0.00610465,0.006415995652173912
94,1AKR,0.993948,0.9910235000000001,100.0,95.93434545454544,1.04854,0.9970763181818182,0.024296850000000002,0.02905219545454546,0.004697685,0.004923008181818182
95,1AKT,0.989115,0.9852772272727273,100.0,95.13889090909089,1.04396,0.9594681363636365,0.0276604,0.033338868181818186,0.005752715,0.00619749
96,1AKU,0.985367,0.9758893043478258,100.0,94.34265217391304,1.04152,1.0153824782608696,0.0353062,0.04223051304347827,0.0086305,0.009416994347826087
97,1AKV,0.982792,0.9799420833333333,100.0,96.51124583333335,1.0017415,0.986513375,0.0360201,0.03914902083333333,0.009520655,0.009873203333333332
98,1AKW,0.990014,0.983301590909091,100.0,94.6338409090909,1.0439150000000001,0.9509812909090911,0.02725225,0.04189001818181818,0.005738145,0.006162216818181817
99,1AKY,0.979955,0.9759426666666668,100.0,97.29798,1.10052,1.0591644,0.0303115,0.03261535333333333,0.00523501,0.0055122999999999995
100,1AL6,0.988035,0.9864693333333334,100.0,89.42494444444445,0.958196,0.8909365925925926,0.0305761,0.03452567037037037,0.00677137,0.006668394444444444
101,1AL8,0.9958165,0.9957128076923077,70.71430000000001,68.7648576923077,0.8361175000000001,0.8324776538461538,0.021027749999999998,0.021665084615384616,0.004625795,0.004845070000000001
102,1ALN,0.9927505,0.989963625,56.34925,53.460725000000004,0.7657335,0.771988,0.032881549999999996,0.03887156875,0.006628165,0.006526196875
103,1AMN,0.975422,0.9747548947368422,27.2727,29.49246842105263,0.679951,0.6631068947368419,0.0624788,0.058768957894736844,0.0121754,0.01317875789473684
104,1AMU,0.9819815000000001,0.9739618999999997,100.0,97.116885,1.030835,1.0071660999999996,0.0345298,0.038853395000000006,0.007748410000000001,0.0083751875
105,1AMZ,0.9868615000000001,0.985563,100.0,96.10389642857142,1.033175,0.971945,0.0298824,0.03283254642857143,0.0059813999999999996,0.005879766428571429
106,1AO0,0.962725,0.94971125,28.5714,28.1026625,0.584017,0.55581775,0.06776725,0.07538555625,0.017044,0.016856825
107,1AOD,0.987128,0.9834169999999999,33.3333,32.702,0.697646,0.7000613333333333,0.0403026,0.04034493333333333,0.00927641,0.009268563333333334
108,1AOG,0.991422,0.99053908,73.86365,72.41558800000001,0.8668285,0.8543857799999999,0.02621745,0.02707039,0.0074690799999999995,0.007648705000000001
109,1AON,0.935399,0.9341141304347825,25.0,20.95237826086957,0.542882,0.532161695652174,0.108754,0.10918149130434783,0.0221263,0.022731678260869564
110,1AP9,0.977603,0.9777788421052632,50.0,47.67544210526316,0.621025,0.5499703894736842,0.05861,0.05663397894736842,0.00948729,0.009530272105263159
111,1AQ1,0.967067,0.9538488636363636,86.60714999999999,80.31549545454546,0.9012359999999999,0.8685495909090908,0.04787895,0.053560959090909084,0.00920213,0.009768041818181817
112,1AQ2,0.973395,0.9693421999999999,85.7143,86.034488,0.915823,0.8769571599999999,0.0426778,0.047094451999999995,0.00739247,0.0075282123999999995
113,1AQ7,0.9588945,0.9137036999999999,80.55555,75.41666000000001,0.8647819999999999,0.848533,0.051166699999999996,0.06675343999999998,0.01225545,0.012988042
114,1AQB,0.975932,0.9765962142857144,100.0,92.65950714285712,1.041375,0.9706640714285714,0.03480605,0.036998875,0.005822335,0.005796139285714286
115,1AQI,0.9759234999999999,0.9630624444444444,37.5,33.82595,0.663186,0.6184003555555555,0.04411195,0.05487232777777778,0.012776,0.01385488
116,1AQJ,0.9779885,0.9600687000000001,62.5,63.89430500000001,0.7566845,0.7571348149999999,0.036738599999999996,0.042292995,0.01173565,0.011881666500000002
117,1AS0,0.979563,0.9762464062499999,100.0,91.732171875,0.9875885,0.96540478125,0.0403482,0.04386215625,0.008197145,0.008761705000000002
118,1AS2,0.9772369999999999,0.9700440384615384,44.94945,46.117065384615394,0.6813735,0.6443004230769233,0.05118665,0.05317048076923077,0.014476,0.014795365384615388
119,1AS3,0.9724,0.9723046,60.0,61.537960000000005,0.799589,0.7681263199999999,0.0466128,0.050068296,0.010459,0.0108930248
120,1ASL,0.975249,0.9732844999999999,66.6667,66.74591071428571,0.8159890000000001,0.8211665,0.0462083,0.04748765,0.0113648,0.011688766785714287
121,1ASM,0.991627,0.9914314761904761,100.0,93.04971904761905,0.958966,0.9617253333333334,0.0253923,0.02498551428571429,0.00453826,0.004645237142857143
122,1ASN,0.9924875,0.9926975999999998,78.1746,80.63077000000001,0.883456,0.8872896000000002,0.02293485,0.02279622,0.005491855,0.005640531999999999
123,1AUK,0.98306,0.9819044285714286,90.9091,87.62987142857142,0.906111,0.9060964285714286,0.0342602,0.036297557142857144,0.00842017,0.00868884142857143
124,1AUX,0.9401225,0.91508845,31.66665,32.943535000000004,0.3931305,0.39803421499999997,0.07103190000000001,0.08016641999999999,0.013878600000000001,0.014732325000000001
125,1AV4,0.9866285,0.9812863333333333,65.15155,62.54330555555556,0.8243285,0.773774,0.03417595,0.04255833888888889,0.006853555000000001,0.007375409444444445
126,1AV6,0.9553005,0.9519510625,16.6667,16.73700625,0.5692875,0.545598,0.0705317,0.0725741625,0.0186148,0.01892814375
127,1AV7,0.978903,0.9766485714285715,10.0,10.646257142857143,0.544995,0.5501802380952381,0.0452215,0.04727177142857143,0.0140582,0.01469734904761905
128,1AVL,0.978997,0.9773742500000001,42.8571,41.643395,0.6730320000000001,0.6306897499999999,0.0451777,0.050338610000000006,0.012231349999999998,0.012424152999999999
129,1AVT,0.985492,0.9816606666666667,80.0,77.2449,0.883131,0.848132238095238,0.0353295,0.0384915619047619,0.00877743,0.009639910952380953
130,1AX4,0.985437,0.9814543333333333,100.0,93.86604444444446,0.953509,0.9401342222222223,0.0316548,0.03642494444444445,0.0088664,0.009419275925925927
131,1AX9,0.9941949999999999,0.9941864375,36.03895,35.6649,0.712043,0.6948002499999999,0.0284315,0.029816312499999997,0.006900065,0.007339288749999999
132,1AXB,0.983195,0.9801242,87.5,85.09524666666667,0.931964,0.8706922666666667,0.0318,0.03644278666666667,0.00636976,0.006868264666666667
133,1AXE,0.966677,0.9656952571428572,100.0,94.11513142857143,0.976011,0.9896922000000001,0.0372161,0.037212351428571426,0.00831852,0.008661178571428571
134,1AXG,0.940804,0.9310183243243242,50.0,51.6186972972973,0.749361,0.7422027297297299,0.0629646,0.06400056216216217,0.0183681,0.01916658918918919
135,1AY2,0.9608845,0.959230375,61.9048,66.8154875,0.811431,0.77294825,0.05051675,0.050251525,0.01378205,0.013587720000000001
136,1AYA,0.9539445,0.9525728000000001,73.86365,78.49892,0.86052,0.840226,0.052967150000000005,0.05423198,0.0119744,0.011795973
137,1AYB,0.966329,0.9589442,19.090899999999998,20.32611,0.5237735,0.514235,0.0648636,0.07270919,0.018727849999999997,0.01891566
138,1AZ1,0.985718,0.984944935483871,100.0,95.89210322580645,0.960844,0.9587603225806451,0.0306851,0.032271332258064514,0.006309,0.006646814516129034
139,1AZ2,0.948068,0.9485095806451612,14.2857,12.925217096774192,0.577151,0.5667156774193548,0.0697973,0.07246655806451614,0.0196821,0.01961900322580645
140,1AZM,0.9676355000000001,0.9659885,100.0,100.0,1.046775,1.0408313125,0.03681015,0.036777425,0.008516955,0.008478096875
141,1AZS,0.975633,0.9728141428571428,75.0,78.64271904761905,0.908055,0.856482095238095,0.039591,0.043399709523809525,0.0103806,0.010344236666666668
142,1B02,0.967423,0.9647631052631581,25.0,22.38588105263158,0.629106,0.6010155263157894,0.0643259,0.06840766842105264,0.0150957,0.016383731578947364
143,1B0D,0.98683,0.98513925,100.0,100.0,1.035155,1.03758675,0.02890815,0.0287752625,0.006162040000000001,0.00633288125
144,1B0E,0.990529,0.9873603809523811,100.0,94.39978095238097,0.975981,0.9569599047619048,0.0281498,0.03388904761904762,0.00572656,0.005766174285714285
145,1B0F,0.984966,0.98499105,13.39285,15.090366999999997,0.528562,0.5282530999999999,0.05238545,0.06157957000000001,0.012846699999999999,0.013804909999999998
146,1B11,0.984339,0.9666403076923078,75.0,72.97007692307692,0.886428,0.7842842307692308,0.035402,0.04719609230769231,0.00716981,0.00851632
147,1B1C,0.893033,0.7922185217391302,83.3333,69.6773652173913,0.904784,0.7338305260869565,0.105348,0.1712567,0.0218267,0.022679191304347826
148,1B38,0.968418,0.9627988750000002,71.4286,68.7555625,0.8487335,0.7431350416666667,0.04745955,0.05184196666666666,0.009333985,0.0101489475
149,1B39,0.955661,0.9288515599999999,75.0,66.98845999999999,0.840172,0.6765297880000002,0.0619747,0.07481192,0.011316,0.012730044000000001
150,1B3A,0.9535895,0.9447915,100.0,82.7381,0.955198,0.858482,0.05401405,0.061405375,0.00793449,0.0082251375
151,1B3N,0.985209,0.9836416470588235,33.3333,30.818047647058826,0.652988,0.6473275882352941,0.0413331,0.0417328,0.00959933,0.009882402352941176
152,1B42,0.979142,0.9689056250000001,73.86365,70.99883333333334,0.8498145,0.7805620833333334,0.04254475,0.0522016875,0.008221305000000002,0.008561869166666666
153,1B48,0.9394024999999999,0.9371156666666667,36.3636,32.30924291666667,0.5371425000000001,0.48556095833333335,0.05851175,0.06482082083333333,0.01520665,0.016084354166666665
154,1B54,0.971759,0.9694427692307692,100.0,92.79914615384615,0.959459,0.9327494615384615,0.0523073,0.052316892307692306,0.0109789,0.010935933846153848
155,1B57,0.988984,0.9869786470588235,100.0,91.87441764705882,0.992065,0.9243219411764706,0.0286247,0.03278668823529412,0.00602492,0.00646342
156,1B59,0.9768965000000001,0.9607176,95.45455,93.41234,0.9815915,0.9579517000000001,0.04400385,0.05059707499999999,0.007747815,0.007789329499999999
157,1B5Q,0.9916975,0.9911138695652173,100.0,99.21497608695653,1.046045,1.038983,0.0288567,0.02918204565217391,0.005574819999999999,0.005711192173913043
158,1B62,0.9829669999999999,0.9805229583333334,100.0,91.92084583333332,0.971003,0.929206125,0.0365408,0.040433820833333335,0.00827112,0.008501762916666667
159,1B63,0.984658,0.9847782592592593,100.0,96.81938518518518,1.02471,1.0185958518518519,0.0316916,0.0322425962962963,0.00675451,0.006967798518518519
160,1B6A,0.9774484999999999,0.9636346,100.0,95.17045499999999,0.974583,0.961346,0.042550149999999995,0.05216847,0.007241275,0.0070581820000000005
161,1B6J,0.98641,0.9839314210526316,100.0,88.79870526315788,0.945008,0.9084347894736842,0.0331905,0.03506142105263157,0.00650888,0.006913206842105263
162,1B6K,0.979661,0.9776130333333335,87.5,87.66775333333334,0.9614929999999999,0.9044509000000001,0.037873649999999995,0.04117759333333334,0.008052,0.008501141
163,1B6L,0.9822310000000001,0.979378,93.75,86.35282000000001,0.9552965,0.9182309666666667,0.036902649999999995,0.0397233,0.0066006599999999995,0.006902034999999999
164,1B6M,0.985376,0.9813518,87.5,86.10931333333335,0.9285165,0.8872400333333332,0.03663585,0.04063810333333332,0.0060465,0.006798020666666667
165,1B6P,0.9713635,0.9672661666666668,100.0,92.99603666666665,1.02732,0.9752686666666667,0.0333338,0.03647946999999999,0.008166985,0.008949452333333335
166,1B7Y,0.9828675,0.9743943000000002,29.2857,31.208496666666665,0.655978,0.6070257033333333,0.0492666,0.061173170000000006,0.010542449999999998,0.010848216666666667
167,1B80,0.991376,0.9910915333333334,100.0,98.33333333333333,1.03706,1.0332136,0.022949,0.024256060000000003,0.00461338,0.004728969333333333
168,1B8F,0.978054,0.9700062666666668,100.0,93.61111333333334,0.979238,0.9631233333333332,0.0432034,0.04789108,0.00858491,0.008728102666666664
169,1B8G,0.980626,0.97279,45.4545,46.895836842105275,0.764472,0.7501605789473684,0.0371518,0.041929073684210526,0.00971255,0.009762198421052632
170,1B9C,0.9513535,0.9503737692307692,25.0,24.932281153846155,0.552678,0.5322794615384615,0.06157015,0.06622330769230769,0.0146738,0.01455121153846154
171,1B9H,0.979777,0.97741125,100.0,100.0,1.014665,1.01177915,0.032614500000000005,0.035184669999999994,0.0074791549999999995,0.0075791090000000005
172,1B9S,0.956764,0.9532605714285713,22.2222,23.955361904761904,0.642398,0.628894619047619,0.0678071,0.06996540952380953,0.013758,0.014425635238095239
173,1B9T,0.958099,0.95456865,36.3636,34.25738,0.71853,0.7069175999999999,0.06310845000000001,0.06482565500000001,0.0130441,0.013588235
174,1B9V,0.971199,0.9665450952380953,42.8571,42.02430952380953,0.734421,0.7297989523809523,0.0584942,0.05930929047619048,0.0108429,0.010690394285714286
175,1BA0,0.9749920000000001,0.9692074583333333,100.0,92.32203750000001,0.953397,0.9149058333333334,0.045252799999999996,0.05288238333333334,0.009190235,0.009443587500000001
176,1BA1,0.98205,0.9801839999999998,100.0,99.11111199999999,1.12368,1.10362356,0.0299087,0.031508659999999994,0.00669022,0.0069249048
177,1BAV,0.9855725,0.9803659285714287,95.45455,87.76515714285713,0.914793,0.9036059285714285,0.0318263,0.0377356,0.0051813599999999994,0.005421200714285715
178,1BC5,0.97786,0.9774448518518519,75.0,73.12357037037036,0.858001,0.8273760000000001,0.0402343,0.04236236666666667,0.00980438,0.010003452222222221
179,1BCC,0.953937,0.952335105263158,25.0,30.299047368421054,0.52393,0.4956369684210527,0.116947,0.11439775263157896,0.0268738,0.028025026315789472
180,1BCP,0.988946,0.9809908800000001,25.0,25.241691999999997,0.642379,0.607746444,0.0363219,0.048722548000000004,0.0091203,0.0096429204
181,1BDB,0.971725,0.9398762972972974,85.7143,73.5601191891892,0.901791,0.7582522702702703,0.0509087,0.07055257297297299,0.0102049,0.011261034864864865
